ID,DBH,SPP,MAIN,NOTES,PLOT,TRI,NAIL,MS,DEG,DIST
10030,15.50,GUAULM,,,135,N,,,,
10031,16.80,,,"Same as 9987, shaggy bark",135,N,,,,
10032,2.00,,10031,,135,N,,,,
10033,2.40,,10031,,135,N,,,,
10034,3.10,OCOVER,,,135,N,,,,
10035,1.50,,10035,,135,N,,,,
10036,2.90,GENAME,,,135,N,,,,
10037,6.80,XYLSEE,,,135,N,,,,
10038,1.20,MANHYM,,,135,N,,,,
10039,7.00,MANCHI,,,135,N,,,,
10040,2.40,,10039,,135,N,,,,
10041,2.00,,10039,,135,N,,,,
10042,1.50,MANHYM,,,135,N,,,,
10043,5.40,,,Serjania,135,N,,,,
10044,1.00,MANHYM,,,135,N,,,,
10045,0.90,SLOTER,,,135,N,,,,
10046,2.50,SEMMEX,,,135,N,,,,
10047,10.40,PISACU,,,135,N,,,,
10048,8.10,,10047,,135,N,,,,
10049,1.30,TETVOL,,,135,N,,,,
10050,8.00,GENAME,,,135,N,,,,
10051,1.70,SLOTER,,,135,N,,,,
10052,1.10,TETVOL,,,135,N,,,,
10053,1.90,CAPIND,,,135,N,,,,
10054,18.00,,10053,,135,N,,,,
10055,1.30,MANHYM,,,135,N,,,,
10056,5.40,GUEMAC,,,135,N,,,,
10057,1.70,,10056,,135,N,,,,
10058,1.50,,10056,,135,N,,,,
10059,1.50,,10056,,135,N,,,,
10060,19.30,GUAULM,,,135,N,0,,,
10061,9.50,,10060,,135,N,,,,
10062,8.80,,10060,,135,N,,,,
10063,3.50,,10060,,135,N,,,,
10064,1.50,MACUNG,,,135,N,,,,
10065,1.20,MACUNG,,,135,N,,,,
10066,9.00,GENAME,,,135,N,,,,
10067,2.00,TABOCH,,,135,N,,,,
10068,2.90,CAPIND,,,135,N,,,,
10069,1.90,HELBAR,,,135,N,,,,
10070,3.10,OCOVER,,,135,E,,,,
10071,2.10,,,Smooth gray liana,135,E,,,,
10072,3.30,SPOMOM,,,135,E,,,,
10073,0.90,PETVOL,,,135,E,,,,
10074,1.90,,,Same as 9987,135,E,,,,
10075,1.30,PETVOL,,,135,E,,,,
10076,2.70,PETVOL,,,135,E,,,,
10077,1.80,,,"Voucher, Eugenia",135,E,,,,
10078,1.20,,10077,,135,E,,,,
10079,1.30,,10077,,135,E,,,,
10080,1.10,,10077,,135,E,,,,
10081,1.60,,10077,,135,E,,,,
10082,1.70,,10077,,135,E,,,,
10083,1.00,FORSPI,,,135,E,,,,
10084,1.30,MACUNG,,,135,E,,,,
10085,10.20,GUAGLA,,"Voucher, Trichilia glabra",135,E,,,,
10086,2.20,,,Smooth gray liana,135,E,,,,
10087,33.20,GUAULM,,,135,E,0,,,
10088,21.40,,10087,,135,E,,,,
10089,8.50,,10087,,135,E,,,,
10090,4.00,TETVOL,,,135,E,,,,
10091,6.30,XYLSEE,,,135,E,,,,
10092,2.20,MANHYM,,,135,E,,,,
10093,2.40,MANHYM,,,135,E,,,,
10094,2.40,XYLSEE,,,135,E,,,,
10095,2.40,MANHYM,,,135,E,,,,
10096,2.70,MANHYM,,,135,E,,,,
10097,2.50,MANHYM,,,135,E,,,,
10098,2.40,MANHYM,,,135,E,,,,
10099,3.90,MANHYM,,,135,E,,,,
10100,3.20,MANHYM,,,135,E,,,,
10101,2.50,MANHYM,,,135,E,,,,
10102,2.60,,,Same as 10085,135,E,,,,
10103,2.00,MANHYM,,,135,E,,,,
10104,2.50,MANHYM,,,135,E,,,,
10105,2.60,MANHYM,,,135,E,,,,
10106,2.30,MANHYM,,,135,E,,,,
10107,1.70,MANHYM,,,135,E,,,,
10108,1.80,MANHYM,,,135,E,,,,
10109,1.40,ALLOCC,,,135,E,,,,
10110,2.10,ALBADI,,,135,E,,,,
10111,35.00,GUAULM,,,135,E,0,,,
10112,1.70,HELBAR,,,135,E,,,,
10113,1.30,,10112,,135,E,,,,
10114,1.50,ALLOCC,,,135,E,,,,
10115,1.30,,,Smooth gray liana,135,E,,,,
10116,1.20,,,Smooth gray liana,135,E,,,,
10117,1.60,XYLSEE,,,135,E,,,,
10118,3.40,SAPTHE,,,135,E,,,,
10119,6.00,OCOVER,,,135,E,,,,
10120,1.20,TETVOL,,,135,E,,,,
10121,1.10,MANHYM,,,135,E,,,,
10122,2.00,PETVOL,,,135,E,,,,
10123,1.50,TETVOL,,,135,E,,,,
10124,1.70,STEOBO,,,135,E,,,,
10125,1.50,,10124,,135,E,,,,
10126,2.70,CAPIND,,,135,E,,,,
10127,3.80,MACBIO,,,135,E,,,,
10128,4.90,CAPIND,,,135,E,,,,
10129,18.00,CAPIND,,,135,E,,,,
10130,4.80,FORSPI,,,135,E,,,,
10131,2.10,TRIHIR,,,135,E,,,,
10132,1.80,,10131,,135,E,,,,
10133,1.70,XYLSEE,,,135,E,,,,
10134,2.00,XYLSEE,,,135,E,,,,
10135,3.10,XYLSEE,,,135,S,,,,
10136,2.70,XYLSEE,,,135,S,,,,
10137,3.40,ASTGRA,,,135,S,,,,
10138,1.20,LONMIN,,,135,S,,,,
10139,2.00,XYLSEE,,,135,S,,,,
10140,2.00,XYLSEE,,,135,S,,,,
10141,1.70,PETVOL,,,135,S,,,,
10142,6.10,CASSYL,,,135,S,,,,
10143,2.80,,10142,,135,S,,,,
10144,2.20,,10142,,135,S,,,,
10145,4.40,,10142,,135,S,,,,
10146,5.00,,10142,,135,S,,,,
10147,1.40,PETVOL,,,135,S,,,,
10148,1.70,MANHYM,,,135,S,,,,
10149,2.70,XYLSEE,,,135,S,,,,
10150,2.40,,,Same as 9987,135,S,,,,
10151,2.80,ACACOL,,,135,S,,,,
10152,3.10,CASCOR,,,135,S,,,,
10153,1.00,,,Same as 9987,135,S,,,,
10154,3.50,COUELI,,,135,S,,,,
10155,2.50,MANHYM,,,135,S,,,,
10156,48.00,GUAULM,,,135,S,0,,,
10157,1.90,MANHYM,,,135,S,,,,
10158,3.00,MANHYM,,,135,S,,,,
10159,2.30,MANHYM,,,135,S,,,,
10160,4.60,OCOVER,,,135,S,,,,
10161,1.40,MANHYM,,,135,S,,,,
10162,1.30,MANCHI,,,135,S,,,,
10163,6.30,XYLSEE,,,135,S,,,,
10164,1.80,MANHYM,,,135,S,,,,
10165,1.30,MANHYM,,,135,S,,,,
10166,1.40,MANHYM,,,135,S,,,,
10167,1.90,MACUNG,,,135,S,,,,
10168,4.70,LONMIN,,,135,S,,,,
10169,3.00,,,"Calyclamus, voucher",135,S,,,,
10170,35.00,GUAULM,,,135,S,,,,
10171,1.60,MACUNG,,,135,S,,,,
10172,2.10,XYLSEE,,,135,S,,,,
10173,11.30,CAPIND,,,135,S,,,,
10174,2.30,,,Calyclamus,135,S,,,,
10175,1.90,TETVOL,,,135,S,,,,
10176,2.50,MANHYM,,,135,S,,,,
10177,1.10,MANHYM,,,135,S,,,,
10178,1.20,MANHYM,,,135,S,,,,
10179,2.10,MANCHI,,,135,S,,,,
10180,5.00,MANCHI,,,135,S,,,,
10181,1.90,,10180,,135,S,,,,
10182,1.80,CAPIND,,,135,S,,,,
10183,3.80,XYLSEE,,,135,S,,,,
10184,3.40,OCOVER,,,135,S,,,,
10185,2.20,,10184,,135,S,,,,
10186,1.80,,,"Gummy liana, simple, opposite, very pubescent, stipules",135,S,,,,
10187,1.90,MANHYM,,,135,S,,,,
10188,5.40,SEMMEX,,,135,S,,,,
10189,3.30,,10189,,135,S,,,,
10190,2.00,,,Serjania,135,S,,,,
10191,6.00,OCOVER,,,135,S,,,,
10192,1.40,,10191,,135,S,,,,
10193,1.50,MANHYM,,,135,S,,,,
10194,1.80,MANHYM,,,135,S,,,,
10195,2.90,SLOTER,,,135,S,,,,
10196,2.10,,10195,,135,S,,,,
10197,1.70,,10195,,135,S,,,,
10198,1.20,,10195,,135,S,,,,
14591,3.00,ALBEDU,,,235,W,,,,
14592,4.30,CAPIND,,,235,W,,,,
14593,3.20,,14592,,235,W,,,,
14594,10.60,CASCOR,,,235,W,,,,
14595,2.50,MANHYM,,,235,W,,,,
14596,2.30,XYLSEE,,,235,W,,,,
14597,24.60,SPOMOM,,,235,W,,,,
14598,2.50,MANHYM,,,235,W,,,,
14599,15.60,CAPIND,,,235,W,,,,
14600,3.30,,,"Serrated liana, voucher ",235,W,,,,
14601,1.30,MANHYM,,,235,W,,,,
14602,1.20,SLOTER,,,235,W,,,,
14603,1.80,MANHYM,,,235,W,,,,
14604,4.30,CASSYL,,,235,W,,,,
14605,1.40,,14604,,235,W,,,,
14606,1.10,,14604,,235,W,,,,
14607,2.30,OCOVER,,,235,W,,,,
14608,3.90,FORSPI,,,235,W,,,,
14609,18.50,TRICUN,,,235,W,,,,
14610,15.80,,14609,,235,W,,,,
14611,1.60,PETVOL,,,235,W,,,,
14612,25.90,CORPAN,,,235,W,0,,,
14613,2.40,FORSPI,,,235,W,,,,
14614,3.30,MANCHI,,,235,W,,,,
14615,2.90,,14614,,235,W,,,,
14616,2.00,,14614,,235,W,,,,
14617,1.60,,14614,,235,W,,,,
14618,3.10,TABOCH,,,235,W,,,,
14619,1.10,,,Glandular liana,235,W,,,,
14620,2.10,ROUGLA,,Tag outside triangle,235,W,,,,
14621,1.60,,,"Glandular liana, tag outside triangle",235,W,,,,
14622,28.50,EXOMEX,,,235,W,,,,
14623,6.90,,14622,,235,W,,,,
14624,1.30,SEMMEX,,,235,W,,,,
14625,1.20,,14624,,235,W,,,,
14626,42.70,LUESPE,,Measured at 3.3m,235,W,,,,
14627,6.70,XYLSEE,,,235,W,,,,
14628,2.70,ALBEDU,,,235,W,,,,
14629,11.00,CAPIND,,,235,W,,,,
14630,9.40,LUECAN,,,235,N,,,,
14631,1.30,ROUGLA,,,235,N,,,,
14632,1.80,OCOVER,,,235,N,,,,
14633,4.60,XYLSEE,,,235,N,,,,
14634,6.40,PISACU,,,235,N,,,,
14635,3.50,,14634,,235,N,,,,
14636,16.50,TRICUN,,,235,N,0,,,
14637,3.00,ARRCHI,,,235,N,,,,
14638,1.40,,,Cydista,235,N,,,,
14639,1.60,BYTCAT,,,235,N,,,,
14640,2.70,SERROH,,,235,N,,,,
14641,3.40,XYLSEE,,,235,N,,,,
14642,4.70,MANCHI,,,235,N,,,,
14643,1.10,,14642,,235,N,,,,
14644,1.10,,14642,,235,N,,,,
14645,1.10,,14642,,235,N,,,,
14646,4.20,CASCOR,,,235,N,,,,
14647,1.30,,14646,,235,N,,,,
14648,1.70,MANHYM,,,235,N,,,,
14649,2.60,CAPIND,,,235,N,,,,
14650,3.30,LONMIN,,,235,N,,,,
14651,1.60,LONMIN,,,235,N,,,,
14652,1.50,BYTCAT,,,235,N,,,,
14653,3.20,TRITRI,,,235,N,,,,
14654,2.60,RANTHU,,,235,N,,,,
14655,1.50,ROUGLA,,,235,N,,,,
14656,6.50,CASSYL,,,235,N,,,,
14657,2.10,,14656,,235,N,,,,
14658,1.10,,14656,,235,N,,,,
14659,1.10,,14656,,235,N,,,,
14660,9.70,CAPIND,,,235,N,,,,
14661,2.30,FORSPI,,,235,N,,,,
14662,8.40,CAPIND,,,235,N,,,,
14663,2.40,,,Cydista,235,N,,,,
14664,1.40,FORSPI,,,235,N,,,,
14665,27.70,BURSIM,,,235,E,,,,
14666,6.00,OCOVER,,,235,E,,,,
14667,2.30,,14666,,235,E,,,,
14668,2.60,PETVOL,,,235,E,,,,
14669,1.60,ARRCHI,,,235,E,,,,
14670,1.30,CAPIND,,,235,E,,,,
14671,6.70,CASSYL,,,235,E,,,,
14672,4.00,,14671,,235,E,,,,
14673,5.20,RANMON,,,235,E,,,,
14674,3.50,,14673,,235,E,,,,
14675,5.70,,14673,,235,E,,,,
14676,3.90,RANMON,,,235,E,,,,
14677,3.90,TETVOL,,,235,E,,,,
14678,2.30,XYLSEE,,,235,E,,,,
14679,4.40,SAPPAL,,,235,E,,,,
14680,14.10,EXOMEX,,Measured at 1.7m,235,E,,,,
14681,5.60,FORSPI,,,235,E,,,,
14682,25.00,CALCAN,,,235,E,,,,
14683,1.40,ACACOL,,,235,E,,,,
14684,1.30,,14683,,235,E,,,,
14685,16.50,CALCAN,,,235,E,,,,
14686,1.50,FORSPI,,,235,E,,,,
14687,1.80,LONMIN,,,235,E,,,,
14688,33.80,CALCAN,,,235,E,0,,,
14689,1.70,XYLSEE,,,235,E,,,,
14690,6.40,TETVOL,,,235,E,,,,
14691,18.80,EXOMEX,,,235,E,,,,
14692,2.00,MANHYM,,,235,E,0,,,
14693,1.60,MACBIO,,,235,E,,,,
14694,7.90,CAPIND,,,235,E,,,,
14695,1.40,BYTCAT,,,235,E,,,,
14696,1.20,BYTCAT,,,235,E,,,,
14697,1.60,CAPIND,,,235,E,,,,
14698,2.40,ARRCHI,,,235,E,,,,
14699,1.80,FORSPI,,,235,E,,,,
14700,10.00,MANCHI,,,235,E,,,,
14701,2.70,LONMIN,,,235,E,,,,
14702,1.20,ARRCHI,,,235,E,,,,
14703,1.00,BYTCAT,,,235,E,,,,
14704,1.30,CASCOR,,,235,S,,,,
14705,1.60,CAPIND,,,235,S,,,,
14706,9.60,CALCAN,,,235,S,,,,
14707,1.70,TRICUN,,,235,S,,,,
14708,1.20,,14707,,235,S,,,,
14709,4.70,CASCOR,,,235,S,,,,
14710,21.10,CALCAN,,,235,S,,,,
14711,1.60,PETVOL,,,235,S,,,,
14712,2.00,TETVOL,,,235,S,,,,
14713,6.60,CALCAN,,Measured at 60cm,235,S,,,,
14714,2.40,FORSPI,,Measure at tag,235,S,,,,
14715,5.50,XYLSEE,,,235,S,,,,
14716,1.00,CAPIND,,,235,S,,,,
14717,4.40,ASTGRA,,,235,S,,,,
14718,14.00,CORPAN,,,235,S,,,,
