ID,DBH,SPP,MAIN,NOTES,PLOT,TRI,NAIL,MS,DEG,DIST
9948,3.50,SEMMEX,,,134,S,,,,
9949,8.70,TABOCH,,,134,S,,,,
9950,1.70,LONMIN,,,134,S,,,,
9951,2.50,LONMIN,,,134,S,,,,
9952,1.80,LONMIN,,,134,S,,,,
9953,3.80,LONMIN,,,134,S,,,,
9954,1.10,ASTGRA,,,134,S,,,,
9955,1.20,PETVOL,,,134,S,,,,
9956,1.40,LONACU,,,134,S,,,,
9957,1.30,LONMIN,,,134,S,,,,
9958,28.90,GUAULM,,,134,S,2,,,
9959,16.30,,9958,,134,S,,,,
9960,6.40,,9958,,134,S,,,,
9961,1.00,MACUNG,,,134,S,,,,
9962,1.10,FORSPI,,,134,S,,,,
9963,3.20,LONMIN,,,134,S,,,,
9964,3.80,TABOCH,,,134,S,,5773,,
9965,1.60,,9664,,134,S,,5772,,
9966,1.30,,9664,,134,S,,,,
9967,1.50,MANHYM,,Center,134,S,,,,
9968,2.10,FORSPI,,,134,S,,,,
9969,1.90,XYLSEE,,,134,S,,,,
9970,1.80,MACUNG,,,134,S,,,,
9971,2.30,FORSPI,,,134,S,,,,
9972,0.90,MACUNG,,,134,S,,,,
9973,1.20,MANHYM,,,134,S,,,,
9974,1.10,MANHYM,,,134,S,,,,
9975,1.10,MANHYM,,,134,S,,,,
9976,1.10,FORSPI,,,134,S,,,,
14719,2.20,SEMMEX,,,234,W,,,,
14720,1.60,PETVOL,,,234,W,,,,
14721,1.20,PETVOL,,,234,W,,,,
14722,4.90,ARRPAT,,,234,W,,,,
14723,7.70,ASTGRA,,,234,W,,,,
14724,5.00,ASTGRA,,,234,W,,,,
14725,9.00,CASCOR,,,234,W,,,,
14726,1.70,MANHYM,,,234,W,,,,
14727,1.50,MANHYM,,,234,W,,,,
14728,2.10,SERRHO,,,234,W,,,,
14729,1.50,MANHYM,,,234,W,,,,
14730,2.00,ASTGRA,,,234,W,,,,
14731,1.10,BYTCAT,,,234,W,,,,
14732,1.10,MANHYM,,,234,W,,,,
14733,1.10,MANHYM,,,234,W,,,,
14734,8.70,ASTGRA,,,234,W,,,,
14735,1.60,XYLSEE,,,234,W,,,,
14736,1.10,ASTGRA,,,234,W,,,,
14737,2.00,MACUNG,,,234,W,,,,
14738,1.20,BUNBIO,,,234,W,,,,
14739,1.00,,14738,,234,W,,,,
14740,8.80,PISACU,,,234,W,,,,
14741,4.30,,14740,,234,W,,,,
14742,3.20,XYLSEE,,,234,W,,,,
14743,1.40,CALLAT,,,234,W,,,,
14744,6.00,ASTGRA,,,234,W,,,,
14745,1.50,,14744,,234,W,,,,
14746,1.10,,,Cydista,234,W,,,,
14747,5.30,ARRPAT,,,234,W,,,,
14748,2.30,PAUCUR,,,234,W,,,,
14749,3.40,ARRPAT,,,234,W,,,,
14750,4.10,XYLSEE,,,234,W,,,,
14751,1.20,CASSYL,,,234,W,,,,
14752,2.00,MAYSEG,,,234,W,,,,
14753,1.90,PAUCUR,,,234,W,,,,
14754,2.70,XYLSEE,,,234,W,,,,
14755,53.60,STEAPE,,Measured at 1.9m,234,W,,,,
14756,1.40,OCOVER,,,234,W,,,,
14757,10.70,CAPIND,,,234,W,,,,
14758,1.90,MACUNG,,,234,W,,,,
14759,4.80,TABOCH,,,234,W,,,,
14760,5.10,CASSYL,,,234,W,,,,
14761,3.50,,14760,,234,W,,,,
14762,1.70,,14760,,234,W,,,,
14763,1.10,,14760,,234,W,,,,
14764,1.50,TETVOL,,,234,N,,,,
14765,2.50,ASTGRA,,,234,N,,,,
14766,1.70,CALLAT,,,234,N,,,,
14767,3.50,SEMMEX,,,234,N,,,,
14768,2.20,,14767,,234,N,,,,
14769,1.00,PETVOL,,,234,N,,,,
14770,6.00,CYDDIV,,,234,N,,,,
14771,2.30,TABOCH,,,234,N,,,,
14772,1.80,,14771,,234,N,,,,
14773,7.90,REHTRI,,,234,N,,,,
14774,1.10,,14773,,234,N,,,,
14775,5.20,XYLSEE,,,234,N,,,,
14776,1.70,DIONIC,,,234,N,,,,
14777,22.40,LUECAN,,,234,N,,,,
14778,6.10,TABOCH,,,234,N,,,,
14779,1.60,FORSPI,,,234,N,,,,
14780,1.90,BURSIM,,,234,N,,,,
14781,1.40,CAPIND,,,234,N,,,,
14782,6.20,LONMIN,,,234,N,,,,
14783,3.00,MANCHI,,,234,N,,,,
14784,1.30,CASCOR,,,234,N,,,,
14785,1.00,,14784,,234,N,,,,
14786,1.00,MYRFRU,,,234,N,,,,
14787,2.20,SLOTER,,,234,N,,,,
14788,1.80,FORSPI,,,234,N,,,,
14789,1.40,ACACOL,,,234,N,,,,
14790,2.00,LONMIN,,,234,N,,,,
14791,5.10,ACACOL,,,234,N,,,,
14792,1.20,MALGLA,,,234,N,,,,
14793,4.00,THODEC,,,234,N,,,,
14794,1.20,,14793,,234,N,,,,
14795,1.20,CAPIND,,,234,N,,,,
14796,1.10,XYLSEE,,,234,N,,,,
14797,15.50,ASTGRA,,,234,N,,,,
14798,2.80,AGOMAC,,,234,N,,,,
14799,1.80,CASCOR,,,234,N,,,,
14800,1.60,RANMON,,,234,N,,,,
14801,1.10,,14800,,234,N,,,,
14802,1.30,RANMON,,,234,N,,,,
14803,5.30,SENHAY,,,234,N,,,,
14804,1.50,BYTCAT,,,234,N,,,,
14805,10.40,ASTGRA,,,234,N,,,,
14806,2.50,,,Glandular liana,234,E,,,,
14807,3.20,MALGLA,,,234,E,,,,
14808,5.70,LUECAN,,,234,E,,,,
14809,2.90,CASCOR,,,234,E,,,,
14810,4.50,CASCOR,,,234,E,,,,
14811,1.00,FORSPI,,,234,E,,,,
14812,2.00,PAUCUR,,,234,E,,,,
14813,31.80,MACTIN,,,234,E,,,,
14814,4.00,MACUNG,,,234,E,,,,
14815,3.60,MACUNG,,,234,E,,,,
14816,1.80,CASCOR,,,234,E,,,,
14817,5.30,LUECAN,,,234,E,,,,
14818,3.80,MYRFRU,,,234,E,,,,
14819,1.30,CASCOR,,,234,E,,,,
14820,5.10,CAPIND,,,234,E,,,,
14821,1.40,LONMIN,,,234,E,,,,
14822,10.50,ASTGRA,,,234,E,,,,
14823,6.30,ASTGRA,,,234,E,,,,
14824,1.80,FORSPI,,,234,E,,,,
14825,3.30,CASCOR,,,234,E,,,,
14826,6.10,CASCOR,,,234,E,,,,
14827,2.10,BURSIM,,,234,E,,,,
14828,2.40,ACACOL,,,234,E,,,,
14829,2.10,PETVOL,,,234,E,,,,
14830,5.20,ASTGRA,,,234,E,,,,
14831,1.60,ASTGRA,,,234,E,,,,
14832,4.70,LUECAN,,,234,E,,,,
14833,3.60,FORSPI,,,234,E,,,,
14834,6.20,ASTGRA,,,234,E,,,,
14835,2.00,CAPIND,,,234,E,,,,
14836,5.70,CORPAN,,,234,E,,,,
14837,1.00,LONMIN,,,234,E,,,,
14838,1.00,BYTCAT,,,234,E,,,,
14839,2.30,ASTGRA,,,234,E,,,,
14840,1.50,CASCOR,,,234,E,,,,
14841,34.40,LUECAN,,Measured at 1.95,234,E,,,,
14842,5.80,,14841,,234,E,,,,
14843,1.30,MACUNG,,,234,E,,,,
14844,2.50,TABOCH,,,234,E,,,,
14845,12.00,,14844,,234,E,,,,
14846,17.60,ASTGRA,,,234,E,,,,
14847,10.90,,14846,,234,E,,,,
14848,1.40,PAUCUR,,,234,E,,,,
14849,3.20,FORSPI,,,234,E,,,,
14850,1.90,FORSPI,,,234,E,,,,
14851,7.40,CASCOR,,,234,E,,,,
14852,1.40,FORSPI,,,234,E,,,,
14853,4.30,CASCOR,,,234,E,,,,
14854,1.40,PAUCUR,,,234,E,,,,
14855,2.10,LONMIN,,,234,E,,,,
14856,3.10,CAPIND,,,234,E,,,,
14857,3.00,ACACOL,,,234,E,,,,
14858,2.70,TABOCH,,,234,E,,,,
14859,2.80,CASCOR,,,234,E,,,,
14860,1.00,PAUCUR,,,234,E,,,,
14861,1.70,PAUCUR,,,234,E,,,,
14862,2.50,PETVOL,,,234,E,,,,
14863,1.00,ASTGRA,,,234,E,,,,
14864,1.00,CASCOR,,,234,E,,,,
14865,5.90,ASTGRA,,,234,E,,,,
14866,3.30,ASTGRA,,,234,E,,,,
14867,1.40,PETVOL,,,234,E,,,,
14868,2.90,ACACOL,,,234,S,,,,
14869,3.10,ASTGRA,,,234,S,,,,
14870,1.70,FORSPI,,,234,S,,,,
14871,3.50,ASTGRA,,,234,S,,,,
14872,2.10,SLOTER,,,234,S,,,,
14873,6.60,SLOTER,,,234,S,,,,
14874,4.80,ASTGRA,,,234,S,,,,
14875,3.30,DIPCOS,,,234,S,,,,
14876,1.50,,14875,,234,S,,,,
14877,1.50,,14875,,234,S,,,,
14878,4.30,ASTGRA,,,234,S,,,,
14879,4.00,ARRPAT,,,234,S,,,,
14880,6.90,CASSYL,,,234,S,,,,
14881,2.50,,14880,,234,S,,,,
14882,2.30,,14880,,234,S,,,,
14883,1.00,,14880,,234,S,,,,
14884,12.80,ZUEGUI,,,234,S,,,,
14885,3.90,MACUNG,,,234,S,,,,
14886,2.40,MACUNG,,,234,S,,,,
14887,2.10,MACUNG,,,234,S,,,,
14888,1.50,MACUNG,,,234,S,,,,
14889,49.50,DIPCOS,,,234,S,,,,
14890,20.60,,14889,,234,S,0,,,
14891,1.60,PETVOL,,,234,S,,,,
14892,2.30,MACUNG,,,234,S,,,,
14893,2.70,CASSYL,,,234,S,,,,
14894,1.10,MACUNG,,,234,S,,,,
14895,2.50,,14893,,234,S,,,,
14896,2.60,PETVOL,,,234,S,,,,
14897,1.30,PETVOL,,,234,S,,,,
14898,1.30,,14893,,234,S,,,,
14899,1.80,CASCOR,,,234,S,,,,
14900,3.70,CAPIND,,,234,S,,,,
14901,4.10,ASTGRA,,,234,S,,,,
14902,1.10,MACUNG,,,234,S,,,,
14903,3.40,PETVOL,,,234,S,,,,
14904,3.10,LUECAN,,,234,S,,,,
14905,2.30,LUECAN,,,234,S,,,,
14906,1.00,LUECAN,,,234,S,,,,
14907,2.20,TRIHIR,,,234,S,,,,
14908,1.20,,14907,,234,S,,,,
14909,1.30,FAROCC,,,234,S,,,,
14910,1.00,,14909,,234,S,,,,
14911,1.00,,14909,,234,S,,,,
14912,1.10,,14909,,234,S,,,,
14913,1.10,MACUNG,,,234,S,,,,
14914,8.10,ASTGRA,,,234,S,,,,
14915,2.20,ASTGRA,,,234,S,,,,
14916,9.60,MACBIO,,,234,S,,,,
14917,17.80,ZUEGUI,,,234,S,,,,
14918,2.90,MACUNG,,,234,S,,,,
14919,1.20,MACUNG,,,234,S,,,,
14920,2.20,MACUNG,,,234,S,,,,
