ID,DBH,SPP,MAIN,NOTES,PLOT,TRI,NAIL,MS,DEG,DIST
10315,1.30,,,Smooth gray liana,136,E,,,,
10316,1.00,,,Smooth gray liana,136,E,,,,
10317,1.10,,,Smooth gray liana,136,E,,,,
10318,6.70,SIMGLA,,,136,E,,,,
10319,1.10,MANHYM,,,136,E,,,,
10320,1.80,,,Serjania 2 ,136,E,,,,
10321,1.00,MANHYM,,,136,E,,,,
10322,2.50,CRIQUA,,"Voucher, Simple, opposite, serrated, bush, green stem",136,E,,,,
10323,1.90,,10322,,136,E,,,,
10324,1.60,,10322,,136,E,,,,
10325,2.00,,10322,,136,E,,,,
10326,2.00,,10322,,136,E,,,,
10327,2.10,,10322,,136,E,,,,
10328,2.70,,10322,,136,E,,,,
10329,1.70,,10322,,136,E,,,,
10330,1.90,,10322,,136,E,,,,
10331,1.50,,10322,,136,E,,,,
10332,1.50,,,Same as 10322,136,E,,,,
10333,1.10,,10332,,136,E,,,,
10334,2.80,MACBIO,,,136,E,,,,
10335,1.90,OCOVER,,,136,E,,,,
10336,1.40,OCOVER,,,136,E,,,,
10337,1.50,TETVOL,,,136,E,,,,
10338,1.10,,,Smooth gray liana,136,E,,,,
10339,2.10,TETVOL,,,136,E,,,,
10340,1.20,TETVOL,,,136,E,,,,
10341,1.70,CALLAT,,,136,E,,,,
10342,1.30,TETVOL,,,136,E,,,,
10343,1.50,CALLAT,,,136,E,,,,
10344,16.10,LUESPE,,,136,E,,,,
10345,1.00,XYLSEE,,,136,E,,,,
10346,1.00,,,Smooth gray liana,136,E,,,,
10347,4.00,MANCHI,,,136,S,,,,
10348,1.50,,10347,,136,S,,,,
10349,1.70,,10347,,136,S,,,,
10350,1.40,,10347,,136,S,,,,
10351,1.40,,10347,,136,S,,,,
10352,2.80,LONMIN,,,136,S,,,,
10353,1.50,FORSPI,,,136,S,,,,
10354,5.90,SEMMEX,,,136,S,,,,
10355,2.80,MANHYM,,,136,S,,,,
10356,1.10,CAPIND,,,136,S,,,,
10357,23.60,GUAULM,,,136,S,,,,
10358,5.70,,10357,,136,S,,,,
10359,1.70,MANHYM,,,136,S,,,,
10360,1.30,MANHYM,,,136,S,,,,
10361,1.40,MANHYM,,,136,S,,,,
10362,1.50,MANHYM,,,136,S,,,,
10363,1.70,MANHYM,,,136,S,,,,
10364,5.90,OCOVER,,,136,S,,,,
10365,6.70,,10364,,136,S,,,,
10366,3.70,,10364,,136,S,,,,
10367,2.90,,10364,,136,S,,,,
10368,3.70,,10364,,136,S,,,,
10369,2.00,,10364,,136,S,,,,
10370,4.30,MANHYM,,,136,S,,,,
10371,7.20,,,"Cordia-like, possibly same as 10250",136,S,,,,
10372,8.60,CUPGUA,,Same as 10258,136,S,,,,
10373,2.00,,10372,,136,S,,,,
10374,2.20,,10372,,136,S,,,,
10375,2.10,,10372,,136,S,,,,
10376,1.10,,10372,,136,S,,,,
10377,3.70,,10372,,136,S,,,,
10378,1.30,FORSPI,,,136,S,,,,
10379,2.00,MANHYM,,,136,S,,,,
10380,6.20,XYLSEE,,,136,S,,,,
10381,7.20,XYLSEE,,,136,S,,,,
10382,2.40,MANHYM,,,136,S,,,,
10383,13.00,CAPIND,,,136,S,,,,
10384,1.00,,10383,,136,S,,,,
10385,2.80,MACUNG,,,136,S,,,,
10386,23.60,MANCHI,,,136,S,,,,
10387,1.00,,,Smooth gray liana,136,S,,,,
10388,1.10,,,Smooth gray liana,136,S,,,,
10389,2.60,MANHYM,,,136,S,,,,
10390,1.50,,,Smooth gray liana,136,S,,,,
10391,1.00,,,Smooth gray liana,136,S,,,,
10392,1.00,,,Smooth gray liana,136,S,,,,
10393,8.20,CASSYL,,,136,S,,,,
10394,6.30,,10393,,136,S,,,,
10395,1.40,,10393,,136,S,,,,
10396,1.10,,10393,,136,S,,,,
10397,1.30,MANHYM,,,136,S,,,,
10398,1.60,MANHYM,,,136,S,,,,
10399,2.10,XYLSEE,,,136,S,,,,
10400,14.60,MANCHI,,,136,S,,,,
10401,2.20,,10400,,136,S,,,,
10402,2.40,,10400,,136,S,,,,
10403,2.10,XYLSEE,,,136,S,,,,
10404,2.50,MANHYM,,,136,S,,,,
10405,17.40,GUAULM,,,136,S,,,,
10406,5.40,,10405,,136,S,,,,
10407,2.10,MANHYM,,,136,S,,,,
10408,3.90,,,"serjania, pyramid liana",136,S,,,,
14374,3.40,LUECAN,,,236,W,,,,
14375,1.80,,,Serjania 2,236,W,,,,
14376,35.40,TRICUN,,,236,W,0,,,
14377,9.50,OCOVER,,,236,W,,,,
14378,4.80,SEMMEX,,,236,W,,,,
14379,8.50,TRIHIR,,,236,W,,,,
14380,3.10,CASSYL,,,236,W,,,,
14381,1.80,,14380,,236,W,,,,
14382,2.40,SLOTER,,,236,W,,,,
14383,2.40,,14382,,236,W,,,,
14384,1.20,MANHYM,,,236,W,,,,
14385,1.60,CAPIND,,,236,W,,,,
14386,1.20,BYTCAT,,,236,W,,,,
14387,8.60,CUPGUA,,,236,W,,,,
14388,4.10,,14387,,236,W,,,,
14389,2.20,TETVOL,,,236,W,,,,
14390,7.40,CUPGUA,,,236,W,,,,
14391,3.00,,14390,,236,W,,,,
14392,3.10,,14390,,236,W,,,,
14393,2.00,,14390,,236,W,,,,
14394,1.00,,14390,,236,W,,,,
14395,1.90,CALLAT,,,236,W,,,,
14396,4.40,CASSYL,,,236,W,,,,
14397,3.60,,14396,,236,W,,,,
14398,4.30,CASSYL,,,236,W,,,,
14399,4.00,,14398,,236,W,,,,
14400,2.00,,14398,,236,W,,,,
14401,1.40,CALLAT,,,236,W,,,,
14402,1.70,ROUGLA,,,236,W,,,,
14403,3.00,GENAME,,,236,W,,,,
14404,3.90,SLOTER,,,236,W,,,,
14405,5.60,CASSYL,,,236,W,,,,
14406,3.80,,14405,,236,W,,,,
14407,1.80,,14405,,236,W,,,,
14408,1.70,,14405,,236,W,,,,
14409,36.00,TRICUN,,,236,W,,,,
14410,1.50,MALARB,,,236,N,,,,
14411,1.10,CALLAT,,,236,N,,,,
14412,1.70,XYLSEE,,,236,N,,,,
14413,4.50,GUAGLA,,,236,N,,,,
14414,3.80,SIMGLA,,,236,N,,,,
14415,4.90,CALLAT,,,236,N,,,,
14416,3.50,,,Glandular liana,236,N,,,,
14417,3.50,,,Glandular liana,236,N,,,,
14418,2.70,PAUCUR,,,236,N,,,,
14419,1.40,SLOTER,,,236,N,,,,
14420,2.30,CUPGUA,,,236,N,,,,
14421,2.40,,,Serjania 2,236,N,,,,
14422,18.50,LICARB,,Voucher,236,N,0,,,
14423,5.20,ASTGRA,,,236,N,,,,
14424,1.70,TETVOL,,,236,N,,,,
14425,1.80,FORSPI,,,236,N,,,,
14426,2.00,MACUNG,,,236,N,,,,
14427,7.40,OCOVER,,,236,N,,,,
14428,5.90,,14427,,236,N,,,,
14429,3.00,,14427,,236,N,,,,
14430,9.60,CASSYL,,,236,N,,,,
14431,6.60,,14430,,236,N,,,,
14432,1.90,,,Cydista,236,N,,,,
14433,2.10,TRORAC,,,236,N,,,,
14434,1.60,MANCHI,,,236,N,,,,
14435,1.00,,14434,,236,N,,,,
14436,3.60,ASTGRA,,,236,N,,,,
14437,1.10,SLOTER,,,236,N,,,,
14438,7.90,,,Cork liana,236,N,,,,
14439,3.20,CUPGUA,,,236,N,,,,
14440,2.80,,14439,,236,N,,,,
14441,2.10,SLOTER,,,236,N,,,,
14442,7.40,MYRFRU,,,236,N,,,,
14443,3.10,CASSYL,,,236,N,,,,
14444,1.40,,14443,,236,N,,,,
14445,9.20,CUPGUA,,,236,N,,,,
14446,5.00,,14445,,236,N,,,,
14447,2.00,,14445,,236,N,,,,
14448,1.00,,14445,,236,N,,,,
14449,3.30,,14445,,236,N,,,,
14450,1.60,,14445,,236,N,,,,
14451,2.80,,,Glandular liana,236,N,,,,
14452,4.90,CALLAT,,,236,N,,,,
14453,1.40,CAPIND,,,236,N,,,,
14454,4.80,CASSYL,,,236,N,,,,
14455,59.00,LUECAN,,Measured at 1.9m,236,N,0,,,
14456,1.10,BYTCAT,,,236,E,,,,
14457,1.00,CALLAT,,,236,E,,,,
14458,1.10,SEMMEX,,,236,E,,,,
14459,2.30,CASCOR,,,236,E,,,,
14460,1.10,OCOVER,,,236,E,,,,
14461,8.00,CASSYL,,,236,E,,,,
14462,2.40,,14461,,236,E,,,,
14463,6.00,,14461,,236,E,,,,
14464,1.20,,14461,,236,E,,,,
14465,1.50,,14461,,236,E,,,,
14466,1.70,,14461,,236,E,,,,
14467,4.70,,14461,,236,E,,,,
14468,1.20,,14461,,236,E,,,,
14469,1.60,,,Serjania 2,236,E,,,,
14470,1.30,CALLAT,,,236,E,,,,
14471,1.50,CAPIND,,,236,E,,,,
14472,1.20,MANHYM,,,236,E,,,,
14473,8.90,INGVER,,,236,E,,,,
14474,2.40,,14473,,236,E,,,,
14475,2.70,,14473,,236,E,,,,
14476,2.20,MANHYM,,,236,E,,,,
14477,3.30,MANHYM,,,236,E,,,,
14478,2.00,MANHYM,,,236,E,,,,
14479,2.20,MANHYM,,,236,E,,,,
14480,1.30,CALLAT,,,236,E,,,,
14481,1.80,MANHYM,,,236,E,,,,
14482,2.10,MANHYM,,,236,E,,,,
14483,2.20,MANHYM,,,236,E,,,,
14484,2.20,ROUGLA,,,236,E,,,,
14485,5.20,TABOCH,,,236,E,,,,
14486,2.10,MANHYM,,,236,E,,,,
14487,1.10,TRORAC,,,236,E,,,,
14488,1.30,CALLAT,,,236,E,,,,
14489,2.30,,,Serjania,236,E,,,,
14490,9.30,MANCHI,,,236,E,,,,
14491,1.60,,14490,,236,E,,,,
14492,2.00,,14490,,236,E,,,,
14493,1.00,ROUGLA,,,236,E,,,,
14494,11.50,MANCHI,,,236,E,,,,
14495,3.80,GUAGLA,,,236,E,,,,
14496,1.60,,14495,,236,E,,,,
14497,2.80,,14495,,236,E,,,,
14498,2.10,,14495,,236,E,,,,
14499,12.50,OCOVER,,,236,E,,,,
14500,5.00,,14499,,236,E,,,,
14501,7.40,,14499,,236,E,,,,
14502,2.90,SLOTER,,,236,E,,,,
14503,1.30,,14502,,236,E,,,,
14504,3.10,SLOTER,,,236,E,,,,
14505,5.00,CAPIND,,,236,E,,,,
14506,2.10,,14505,,236,E,,,,
14507,1.40,,14505,,236,E,,,,
14508,27.80,TRICUN,,,236,E,0,,,
14509,1.90,,,Serjania 2,236,E,,,,
14510,8.20,CASSYL,,,236,E,,,,
14511,2.50,SLOTER,,,236,E,,,,
14512,1.00,ARRCHI,,,236,E,,,,
14513,4.30,MALGLA,,,236,E,,,,
14514,9.50,MANCHI,,,236,E,,,,
14515,1.70,,,Serjania 2,236,E,,,,
14516,1.40,,,Serjania 2,236,E,,,,
14517,1.60,,14511,,236,E,,,,
14518,1.10,CALLAT,,,236,E,,,,
14519,1.20,CALLAT,,,236,E,,,,
14520,3.10,LONMIN,,,236,E,,,,
14521,6.70,RANMON,,,236,S,,,,
14522,1.30,MANHYM,,,236,S,,,,
14523,2.10,SLOTER,,,236,S,,,,
14524,1.50,,14523,,236,S,,,,
14525,1.70,MANHYM,,,236,S,,,,
14526,3.30,LONMIN,,,236,S,,,,
14527,1.40,CAPIND,,,236,S,,,,
14528,1.00,BYTCAT,,,236,S,,,,
14529,4.90,XYLSEE,,,236,S,,,,
14530,5.90,XYLSEE,,,236,S,,,,
14531,2.00,MALARB,,,236,S,,,,
14532,1.20,,14531,,236,S,,,,
14533,1.40,,14531,,236,S,,,,
14534,1.10,SOLHAZ,,,236,S,,,,
14535,2.20,XYLSEE,,,236,S,,,,
14536,11.30,MANCHI,,,236,S,,,,
14537,1.70,,,Serjania 2,236,S,,,,
14538,5.20,,,Glandular liana,236,S,,,,
14539,2.00,FORSPI,,,236,S,,,,
14540,6.00,CALLAT,,,236,S,,,,
14541,6.70,,,Glandular liana,236,S,,,,
14542,4.70,CALLAT,,,236,S,,,,
14543,8.80,,,Glandular liana,236,S,,,,
14544,4.70,CALLAT,,,236,S,,,,
14545,8.70,,,Glandular liana,236,S,,,,
14546,7.40,CAPIND,,,236,S,,,,
14547,57.20,MACTIN,,Measured at 1.6m,236,S,,,,
14548,11.00,,,Glandular liana,236,S,,,,
14549,3.10,CALLAT,,,236,S,,,,
14550,6.60,LICARB,,,236,S,,,,
14551,5.50,LICARB,,,236,S,,,,
14552,2.20,,14551,,236,S,,,,
14553,2.80,SLOTER,,,236,S,,,,
14554,12.60,MANCHI,,,236,S,,,,
14555,1.50,,14554,,236,S,,,,
14556,2.00,,14554,,236,S,,,,
14557,1.50,,14554,,236,S,,,,
14558,2.30,ROUGLA,,,236,S,,,,
14559,2.50,TETVOL,,,236,S,,,,
14560,1.60,CAPIND,,,236,S,,,,
14561,1.20,,14560,,236,S,,,,
14562,1.00,CALLAT,,,236,S,,,,
14563,1.10,XYLSEE,,,236,S,,,,
14564,1.90,CALLAT,,,236,S,,,,
14565,4.80,CAPIND,,,236,S,,,,
14566,5.00,,14565,,236,S,,,,
14567,2.50,,14565,,236,S,,,,
14568,3.50,,14565,,236,S,,,,
14569,5.70,,14565,,236,S,,,,
14570,5.00,CAPIND,,,236,S,,,,
14571,1.00,BYTCAT,,,236,S,,,,
14572,1.50,TRORAC,,,236,S,,,,
14573,1.40,TRORAC,,,236,S,,,,
14574,3.60,SIDCAP,,,236,S,,,,
14575,2.70,CORPAN,,,236,S,,,,
14576,3.00,BURSIM,,,236,S,,,,
14577,2.20,,14575,,236,S,,,,
14578,2.20,CAPIND,,,236,S,,,,
14579,4.90,EUGSAL,,,236,S,,,,
14580,3.40,TETVOL,,,236,S,,,,
14581,17.00,SIMGLA,,,236,S,,,,
14582,1.90,MANHYM,,,236,S,,,,
14583,1.60,PETVOL,,,236,S,,,,
14584,1.40,MANCHI,,,236,S,,,,
14585,1.10,BYTCAT,,,236,S,,,,
14586,1.50,BYTCAT,,,236,S,,,,
14587,1.70,MALARB,,,236,S,,,,
14588,1.30,BYTCAT,,,236,S,,,,
14589,1.80,,,Glandular liana,236,S,,,,
14590,2.10,XYLSEE,,,236,S,,,,
